Wkr-Nr.;Land;Wahlkreisname;Wahlberechtigte;Wähler;Ungültige;Ungültige;Gültige;Gültige;CDU;CDU;SPD;SPD;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;CSU;CSU;PIRATEN;PIRATEN;NPD;NPD;Tierschutzpartei;Tierschutzpartei;REP;REP;ÖDP;ÖDP;FAMILIE;FAMILIE;Bündnis 21/RRP;Bündnis 21/RRP;RENTNER;RENTNER;BP;BP;PBC;PBC;BüSo;BüSo;DIE VIOLETTEN;DIE VIOLETTEN;MLPD;MLPD;Volksabstimmung;Volksabstimmung;PSG;AfD;AfD;BIG;BIG;pro Deutschland;pro Deutschland;DIE RECHTE;DIE FRAUEN;FREIE WÄHLER;FREIE WÄHLER;Nichtwähler;PARTEI DER VERNUNFT;PARTEI DER VERNUNFT;Die PARTEI;Die PARTEI;Bergpartei;BGD;DKP;NEIN!;WGr/EB
;;;;;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen
129;NW;Münster;227762;180093;1527;1291;178566;178802;69352;67626;63296;48579;10222;12119;7620;11254;19767;27118;0;0;3582;4037;0;490;0;0;0;54;752;595;0;0;0;52;0;0;0;0;0;0;0;21;0;0;0;51;0;123;27;3651;5236;0;59;0;139;23;0;0;195;218;0;113;0;673;0;0;0;0;324
130;NW;Warendorf;210355;158085;1684;1552;156401;156533;80272;73764;50056;45609;3533;8486;5488;6858;9300;11305;0;0;3163;3123;1134;1090;0;0;0;122;0;178;0;0;0;53;0;0;0;0;0;0;0;25;0;0;0;23;0;223;29;3455;4571;0;53;0;147;4;0;0;378;93;0;70;0;329;0;0;0;0;0
131;NW;Gütersloh I;233596;168983;2080;1840;166903;167143;83869;77361;56031;47962;3146;8236;7133;8332;9069;13148;0;0;3134;3070;0;1260;0;0;0;139;0;354;0;0;343;164;0;0;0;0;0;0;0;21;0;0;0;20;0;222;38;4178;5286;0;111;0;228;17;0;0;454;171;0;112;0;437;0;0;0;0;0
132;NW;Bielefeld – Gütersloh II;247179;179625;2476;2077;177149;177548;66021;62698;67464;57931;3523;7055;12153;14869;19026;20711;0;0;4564;4189;0;1233;0;0;0;131;0;280;0;0;0;63;0;0;0;0;0;0;0;39;0;0;0;97;0;315;51;4398;6076;0;190;0;336;34;0;0;226;190;0;93;0;741;0;0;0;0;0
133;NW;Herford – Minden-Lübbecke II;230975;163815;2482;1855;161333;161960;65873;63755;66637;56554;5651;6798;8706;9409;8209;12297;0;0;4697;3350;0;1267;0;0;0;211;0;186;0;0;0;76;0;0;0;0;0;0;0;29;0;0;0;36;0;286;32;0;5832;0;67;0;332;22;0;1119;661;175;0;109;0;476;0;0;0;0;441
134;NW;Minden-Lübbecke I;206505;145637;2113;1611;143524;144026;66385;59134;58186;49536;2738;6640;5943;7114;5923;10527;0;0;3756;2893;0;936;0;0;0;239;0;151;0;0;0;61;0;0;0;0;0;0;0;16;0;0;0;30;0;254;31;0;5170;0;39;0;244;28;0;593;358;141;0;89;0;395;0;0;0;0;0
135;NW;Lippe I;172330;125708;1797;1514;123911;124194;49783;48776;50934;43583;2873;5698;5186;6369;7070;9123;0;0;2814;2498;0;1020;0;0;0;139;0;133;0;0;0;56;0;0;0;0;0;0;0;18;0;0;0;27;0;238;36;3154;4758;0;60;0;266;29;0;868;788;105;0;95;0;379;0;0;0;0;1229
136;NW;Höxter – Lippe II;213488;155994;2260;1996;153734;153998;76882;70520;48159;45707;2956;7423;6328;7894;8757;10266;0;0;2854;2853;1312;1188;0;0;0;88;693;400;0;0;0;63;0;0;0;0;0;0;0;22;0;0;0;22;0;221;29;4004;5545;0;91;0;198;19;0;1086;807;113;0;91;0;438;0;0;0;0;703
137;NW;Paderborn – Gütersloh III;247138;176149;2103;2001;174046;174148;102867;89394;40429;40630;3296;8774;6969;9065;11254;12445;0;0;3800;3682;1442;1383;0;0;0;132;0;293;0;0;0;76;0;0;0;0;0;0;0;31;0;0;0;17;0;257;31;3521;6296;0;119;0;248;24;0;0;500;187;0;126;0;438;0;0;0;0;468
138;NW;Hagen – Ennepe-Ruhr-Kreis I;212903;147183;2595;1737;144588;145446;49329;51328;68044;53380;4978;6604;8181;9820;6521;9806;0;0;3931;3262;2822;1611;0;0;0;310;0;159;0;0;514;189;0;0;0;0;0;0;0;20;0;0;268;96;0;305;33;0;6374;0;142;0;744;29;0;0;373;182;0;113;0;566;0;0;0;0;0
139;NW;Ennepe-Ruhr-Kreis II;181174;134749;1897;1600;132852;133149;47530;44028;56197;50946;2666;5977;6743;8498;10964;12071;0;0;3003;2951;1523;1241;0;0;0;152;0;187;0;0;0;64;0;0;0;0;0;0;0;19;0;0;233;156;0;222;37;3993;5178;0;143;0;323;44;0;0;197;153;0;75;0;487;0;0;0;0;0
140;NW;Bochum I;210904;154030;2865;1848;151165;152182;53861;46448;66851;58766;2069;5862;10331;12022;10323;14667;0;0;4608;3903;2832;1916;0;0;0;170;0;237;0;0;0;69;0;0;0;0;0;0;0;36;0;0;290;145;0;245;36;0;5820;0;196;0;374;48;0;0;286;187;0;71;0;678;0;0;0;0;0
141;NW;Herne – Bochum II;184009;126927;2397;1794;124530;125133;37807;35149;60610;54876;1894;3528;9500;10162;7194;8275;0;0;3779;3078;3348;2225;0;0;0;439;0;156;0;0;0;89;0;0;0;0;0;0;0;24;0;0;398;198;0;267;40;0;4949;0;224;0;463;54;0;0;217;152;0;88;0;480;0;0;0;0;0
142;NW;Dortmund I;213946;149031;1562;1546;147469;147485;45310;42712;67019;56180;2882;6107;8835;11653;11042;15827;0;0;3775;4078;2139;1894;0;0;0;157;0;172;0;0;203;136;0;0;0;0;0;0;0;27;0;0;254;154;0;304;32;5188;6060;0;158;0;243;125;0;634;437;161;0;137;0;731;0;0;0;0;188
143;NW;Dortmund II;206701;137503;1850;1501;135653;136002;43688;39604;63388;55683;2014;5139;9340;10568;9228;11328;0;0;4036;3322;2741;1894;0;0;0;160;0;125;0;0;0;81;0;0;0;0;0;0;0;21;0;0;0;71;0;297;33;0;5571;0;241;0;311;50;0;1218;609;129;0;122;0;643;0;0;0;0;0
144;NW;Unna I;200068;148119;1843;1504;146276;146615;52433;46794;68287;60019;2514;5850;7749;9127;8242;11567;0;0;3535;3189;2174;1505;0;0;0;139;0;125;0;0;0;83;0;0;0;0;0;0;0;40;0;0;0;55;0;309;31;0;5525;0;172;0;362;29;0;1342;882;141;0;114;0;557;0;0;0;0;0
145;NW;Hamm – Unna II;238091;167338;2426;1946;164912;165392;64871;60984;71174;63646;3439;6153;9277;10399;8250;9990;0;0;3930;3465;2913;2064;0;0;0;281;0;123;0;0;0;76;0;0;0;0;0;0;0;21;0;0;0;66;0;298;33;0;5523;0;236;0;457;92;0;1058;683;129;0;118;0;555;0;0;0;0;0
146;NW;Soest;232311;167911;2435;1765;165476;166146;82394;74380;55127;50439;3870;8218;8267;8721;9868;11565;0;0;3996;3410;1954;1321;0;0;0;180;0;204;0;0;0;86;0;0;0;0;0;0;0;32;0;0;0;25;0;333;52;0;5711;0;91;0;330;59;0;0;229;192;0;101;0;467;0;0;0;0;0
147;NW;Hochsauerlandkreis;205948;151727;2123;1681;149604;150046;83952;74530;44682;42054;2878;7625;6159;7055;6308;7161;0;0;3280;2940;1708;1269;0;0;0;160;0;173;0;0;0;85;0;0;0;0;0;0;0;20;0;0;0;22;0;319;39;0;5140;0;43;0;278;22;0;637;533;131;0;88;0;359;0;0;0;0;0
148;NW;Siegen-Wittgenstein;215751;156569;1812;1673;154757;154896;70833;64307;56510;49563;3383;7327;6891;8920;7808;9937;0;0;2732;2722;1856;1759;0;0;0;269;0;286;0;0;0;55;0;0;0;0;0;0;0;22;0;0;0;41;0;312;35;4744;7653;0;406;0;312;30;0;0;243;146;0;101;0;450;0;0;0;0;0
149;NW;Olpe – Märkischer Kreis I;210836;150469;1632;1554;148837;148915;76911;71437;48711;42002;3586;7694;5635;7113;5132;7726;0;0;2694;2708;1692;1574;0;0;0;188;0;193;0;0;0;84;0;0;0;0;0;0;0;27;0;0;0;22;0;312;44;3931;6151;0;117;0;275;20;0;545;505;134;0;101;0;488;0;0;0;0;0
150;NW;Märkischer Kreis II;206189;145197;1695;1637;143502;143560;59768;59536;59821;46318;2792;6431;6926;8463;4498;7971;0;0;3114;3284;1874;1620;0;0;0;284;0;145;0;0;0;119;0;0;0;0;0;0;0;18;0;0;0;47;0;363;31;4709;7122;0;147;0;317;27;0;0;389;194;0;109;0;625;0;0;0;0;0
905;NW;Land;13253554;9605247;132654;107090;9472593;9498157;4148811;3776563;3472520;3028282;228962;498027;483918;582925;606235;760642;0;0;220636;209507;95784;94291;0;0;2683;13848;2431;12978;461;0;1550;5151;0;0;0;0;0;0;1377;1975;0;0;4599;4600;1748;17622;2155;171511;372258;0;10705;0;23243;2245;0;18250;25127;11349;0;6888;5192;37776;0;0;0;0;5925
151;SN;Nordsachsen;168695;112071;2610;1908;109461;110163;49906;49473;22316;16970;2276;2912;23843;22696;3399;3144;0;0;2149;2141;5572;4272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;0;0;0;104;0;0;0;0;6762;0;0;0;394;0;0;0;1158;0;0;0;0;0;0;0;0;0;0
152;SN;Leipzig I;210456;138427;2028;1633;136399;136794;54566;50481;29511;25286;2307;4028;31923;29122;7683;9466;0;0;4043;4362;4489;3246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1877;408;0;0;0;203;0;0;0;0;8394;0;0;0;489;0;0;0;1309;0;0;0;0;0;0;0;0;0;0
153;SN;Leipzig II;219865;153935;2075;1748;151860;152187;52077;49553;35515;28778;2237;4583;37750;34302;13732;17075;0;0;3914;5897;3096;2207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1192;349;0;0;0;221;0;0;0;0;7702;0;0;0;383;0;0;0;1137;0;0;0;2347;0;0;0;0;0;0
154;SN;Leipzig-Land;220400;151537;2797;2332;148740;149205;76273;68348;23542;22681;2890;4292;31865;29716;4905;4899;0;0;3199;2905;6066;4513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;0;0;0;137;0;0;0;0;9562;0;0;0;495;0;0;0;1485;0;0;0;0;0;0;0;0;0;0
155;SN;Meißen;207261;145679;2706;2490;142973;143189;76666;64622;18090;18024;3461;5253;25279;26735;4817;5721;0;0;3600;3252;6463;5588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1618;494;0;0;0;136;0;0;0;0;10195;0;0;2979;1282;0;0;0;1887;0;0;0;0;0;0;0;0;0;0
156;SN;Bautzen I;223726;155255;3252;3242;152003;152013;74794;69335;17268;18502;3948;4723;32452;30290;3709;4249;0;0;3035;3109;7270;6271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202;0;0;0;146;0;0;0;0;10811;0;0;0;905;0;0;4517;3470;0;0;0;0;0;0;0;0;0;5010
157;SN;Görlitz;223614;152944;3261;2983;149683;149961;74204;66106;22741;18839;2442;4185;29550;29380;5045;5044;0;0;3878;3259;8323;6360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2069;685;0;0;0;172;0;0;0;0;12331;0;0;0;1023;0;0;0;2577;0;0;0;0;0;0;1431;0;0;0
158;SN;Sächsische Schweiz-Osterzgebirge;207752;147427;2656;2452;144771;144975;72644;66673;15442;15865;2628;4655;27571;24848;4244;5158;0;0;2779;2980;9625;7370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1456;522;0;0;0;112;0;0;0;0;11417;0;0;0;670;0;0;8382;4705;0;0;0;0;0;0;0;0;0;0
159;SN;Dresden I;233382;173167;2802;2031;170365;171136;72537;68192;25321;26440;3305;5243;42599;32505;10429;13517;0;0;5217;6086;5196;3888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1180;457;0;0;0;179;0;0;0;0;11814;0;0;0;402;0;0;4316;2413;0;0;0;0;0;0;0;0;0;265
160;SN;Dresden II – Bautzen II;235691;173489;3091;2296;170398;171193;71227;66092;25150;23943;3471;5405;32588;31059;16650;16304;0;0;7841;7508;5849;4590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;852;400;0;0;554;273;0;0;0;0;11930;0;0;0;439;0;0;6216;3250;0;0;0;0;0;0;0;0;0;0
161;SN;Mittelsachsen;210677;145578;2592;2204;142986;143374;74209;64971;22079;19070;3203;4933;29079;29525;4583;4703;0;0;3131;3042;6702;5305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;0;0;0;139;0;0;0;0;8997;0;0;0;634;0;0;0;1848;0;0;0;0;0;0;0;0;0;0
162;SN;Chemnitz;201249;135876;1701;1348;134175;134528;55909;52380;28101;23558;2724;3865;31992;31014;6475;7168;0;0;2808;3298;4661;3135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;0;0;0;184;0;0;0;0;8138;0;0;0;537;0;0;0;1081;0;0;0;1505;0;0;0;0;0;0
163;SN;Chemnitzer Umland – Erzgebirgskreis II;191550;134560;3115;2125;131445;132435;65157;59939;20517;19178;3006;3594;28783;26434;4874;4282;0;0;2903;2522;6205;4307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;0;0;0;121;0;0;0;0;9636;0;0;0;504;0;0;0;1760;0;0;0;0;0;0;0;0;0;0
164;SN;Erzgebirgskreis I;232499;161718;3800;2968;157918;158750;79318;73098;19143;20114;10246;5828;32472;30741;5051;3964;0;0;3263;3008;8425;6398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;0;0;0;133;0;0;0;0;12119;0;0;0;613;0;0;0;2551;0;0;0;0;0;0;0;0;0;0
165;SN;Zwickau;217679;148305;2723;2251;145582;146054;64857;64872;23033;21686;3996;3924;35847;31061;4334;4653;0;0;2744;2589;5918;4664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1030;384;0;0;0;175;0;0;0;0;8878;0;0;0;478;0;0;3823;2690;0;0;0;0;0;0;0;0;0;0
166;SN;Vogtlandkreis;201934;138790;2656;2095;136134;136695;65743;60466;28172;21885;3533;3836;26707;27617;3540;4569;0;0;2746;2603;5693;4322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;0;0;0;129;0;0;0;0;9095;0;0;0;488;0;0;0;1537;0;0;0;0;0;0;0;0;0;0
914;SN;Land;3406430;2368758;43865;36106;2324893;2332652;1080087;994601;375941;340819;55673;71259;500300;467045;103470;113916;0;0;57250;58561;99553;76436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11274;5076;0;0;554;2564;0;0;0;0;157781;0;0;2979;9736;0;0;27254;34858;0;0;0;3852;0;0;1431;0;0;5275
167;HE;Waldeck;189728;138632;4931;4216;133701;134416;55444;49063;55217;48420;3579;6452;7253;7356;8486;10872;0;0;3177;2242;0;1159;0;0;0;237;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;33;0;0;71;0;6774;0;0;0;152;0;0;0;1013;0;0;0;0;525;0;0;0;0;545
168;HE;Kassel;224555;160695;5232;4216;155463;156479;54674;48361;62178;53232;3192;6259;13066;13680;16559;19884;0;0;4624;3575;0;1218;0;0;0;198;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;325;165;0;0;89;0;7977;0;0;0;155;0;0;0;839;0;0;0;0;796;0;0;0;0;845
169;HE;Werra-Meißner – Hersfeld-Rotenburg;180203;131446;4632;4193;126814;127253;51386;45872;54630;46913;2513;5014;7277;7584;6333;8868;0;0;2283;1954;2392;2013;0;0;0;170;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;41;0;0;55;0;7096;0;0;0;136;0;0;0;961;0;0;0;0;521;0;0;0;0;0
170;HE;Schwalm-Eder;191354;141665;4836;4684;136829;136981;54162;48747;57944;50052;3005;6362;6890;7442;7884;10498;0;0;2771;2306;2019;1532;0;0;0;229;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;32;0;0;58;0;7394;0;0;0;162;0;0;2154;1592;0;0;0;0;529;0;0;0;0;0
171;HE;Marburg;184686;130945;2943;3036;128002;127909;50683;46993;55982;42749;2229;5111;6746;8720;7595;13443;0;0;2581;2206;1459;1034;0;0;0;313;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;26;0;0;62;0;5858;0;0;0;109;0;0;0;593;0;0;0;727;645;0;0;0;0;0
172;HE;Lahn-Dill;210867;146943;4108;3840;142835;143103;68666;59760;49213;43406;3033;6323;6603;7433;8647;10600;0;0;3265;2533;2867;2253;0;0;0;288;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;37;0;0;63;0;8315;0;0;0;213;0;0;0;1250;0;0;0;0;566;0;0;0;0;541
173;HE;Gießen;215246;156652;4350;3929;152302;152723;67587;59062;54028;45299;4543;7553;7802;9928;11186;14759;0;0;3949;3268;2483;1977;0;0;0;273;0;0;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;59;0;0;84;0;7444;0;0;0;183;0;0;0;1982;0;0;0;0;759;0;0;0;0;724
174;HE;Fulda;209960;154025;4429;3795;149596;150230;87263;76778;37352;33218;3605;7313;6869;6900;8125;10058;0;0;3390;2715;2992;2190;0;0;0;414;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;25;0;0;71;0;8711;0;0;0;162;0;0;0;1033;0;0;0;0;578;0;0;0;0;0
175;HE;Main-Kinzig – Wetterau II – Schotten;180491;131010;4237;3996;126773;127014;61911;52305;41061;35313;2963;6516;6739;6934;6815;9720;0;0;3746;2666;3538;2662;0;0;0;487;0;0;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;25;0;0;74;0;8098;0;0;0;187;0;0;0;1325;0;0;0;0;630;0;0;0;0;0
176;HE;Hochtaunus;182026;139886;2911;3003;136975;136883;66785;58822;38435;33846;4866;10334;5482;6358;10064;12690;0;0;2194;2266;934;1024;0;0;467;469;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;18;0;0;38;7748;9447;0;0;0;134;0;0;0;876;0;0;0;0;510;0;0;0;0;0
177;HE;Wetterau I;175085;131480;3710;3331;127770;128149;60118;52419;40805;34937;3527;7586;6174;6615;9497;11991;0;0;2863;2535;2364;1860;0;0;0;194;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;23;0;0;57;0;7608;0;0;0;170;0;0;2422;1440;0;0;0;0;604;0;0;0;0;0
178;HE;Rheingau-Taunus – Limburg;220668;165788;3756;3864;162032;161924;84489;73599;47152;40718;3726;10139;6300;7290;9119;13955;0;0;2869;2884;1464;1476;0;0;0;302;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;42;0;0;67;6913;9469;0;0;0;189;0;0;0;1126;0;0;0;0;611;0;0;0;0;0
179;HE;Wiesbaden;189698;132335;2705;2652;129630;129683;56466;50187;45311;36041;3296;8801;6097;7668;9784;15133;0;0;2224;2531;941;865;0;0;0;352;0;0;0;0;0;0;0;0;0;0;0;0;335;151;0;0;0;52;0;0;38;5176;6550;0;0;0;124;0;0;0;665;0;0;0;0;525;0;0;0;0;0
180;HE;Hanau;177413;128280;4179;3786;124101;124494;54920;48828;45184;35650;3053;6611;7069;7630;7217;11183;0;0;2985;2549;2625;1899;0;0;0;687;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;28;0;0;65;0;7356;0;0;0;212;0;0;0;847;0;0;0;1048;876;0;0;0;0;0
181;HE;Main-Taunus;196605;155145;4078;3226;151067;151919;79353;66598;40927;34156;6472;13100;6355;6406;12453;15057;0;0;3729;2773;1778;1003;0;0;0;285;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;35;0;0;63;0;10470;0;0;0;159;0;0;0;1212;0;0;0;0;549;0;0;0;0;0
182;HE;Frankfurt am Main I;195615;133575;3056;2687;130519;130888;52427;43883;43124;35106;4125;9209;10280;11684;12875;17398;0;0;3066;3117;1148;949;0;0;772;450;0;0;0;0;0;0;0;0;0;0;0;0;177;85;0;0;0;56;0;0;62;0;6983;0;0;0;133;0;0;1586;904;0;0;0;939;869;0;0;0;0;0
183;HE;Frankfurt am Main II;219357;159914;2937;2901;156977;157013;57004;53198;47854;41360;5434;10979;9547;12778;21184;24165;0;0;2858;3426;1015;930;0;0;0;235;0;0;0;0;0;0;0;0;0;0;0;0;101;87;0;0;0;54;0;0;69;5155;7669;0;0;0;125;0;0;988;932;0;0;0;1155;1006;0;0;0;0;4682
184;HE;Groß-Gerau;174002;127383;4079;3694;123304;123689;52087;45389;46942;37781;2489;5762;7645;7693;9502;13129;0;0;4639;2989;0;1430;0;0;0;509;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;76;0;0;61;0;6939;0;0;0;200;0;0;0;1036;0;0;0;0;643;0;0;0;0;0
185;HE;Offenbach;221650;158240;4637;3990;153603;154250;69930;59905;47984;40203;4376;9836;9479;10205;12548;16503;0;0;3780;3627;2538;1663;0;0;0;626;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;40;0;0;75;0;8994;0;0;0;224;0;0;2968;1461;0;0;0;0;839;0;0;0;0;0
186;HE;Darmstadt;240017;180790;4193;4090;176597;176700;63397;61677;65820;50416;4306;8945;9111;11866;20704;25149;0;0;5033;5508;1437;1354;0;0;0;303;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;96;0;0;77;6789;9169;0;0;0;154;0;0;0;933;0;0;0;0;991;0;0;0;0;0
187;HE;Odenwald;234360;177273;6023;5441;171250;171832;80323;70211;57586;48252;4581;8964;8621;9459;11854;15560;0;0;5279;4034;3006;2035;0;0;0;764;0;0;0;0;0;0;0;0;0;0;0;0;0;101;0;0;0;76;0;0;83;0;9864;0;0;0;289;0;0;0;1307;0;0;0;0;833;0;0;0;0;0
188;HE;Bergstraße;199685;148381;3252;3822;145129;144559;70131;61337;46099;39838;2795;7975;5730;7025;8222;12520;0;0;2779;2951;1635;1589;0;0;0;617;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;32;0;0;62;6129;8134;0;0;0;182;0;0;1609;1602;0;0;0;0;628;0;0;0;0;0
906;HE;Land;4413271;3230483;89214;82392;3141269;3148091;1399206;1232994;1080828;906906;81708;175144;167135;188654;236653;313135;0;0;74084;64655;38635;34115;0;0;1239;8402;0;0;0;0;0;0;0;0;0;0;0;0;613;1536;0;0;325;1071;0;0;1444;37910;176319;0;0;0;3754;0;0;11727;24929;0;0;0;3869;15033;0;0;0;0;7337
189;TH;Eichsfeld – Nordhausen – Kyffhäuserkreis;225206;152177;2422;2257;149755;149920;71768;65251;24486;22951;2066;4068;33407;32463;4512;5571;0;0;3540;2898;5542;4769;0;0;0;246;2276;1578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;0;0;0;0;7562;0;0;0;0;0;0;2158;2435;0;0;0;0;0;0;0;0;0;0
190;TH;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;231502;155409;2729;2376;152680;153033;66311;61390;28484;26096;2445;3843;35851;34454;4892;6214;0;0;3983;3109;6758;5805;0;0;0;296;395;864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;0;0;0;0;7824;0;0;0;0;0;0;3561;2915;0;0;0;0;0;0;0;0;0;0
191;TH;Jena – Sömmerda – Weimarer Land I;208560;146403;2463;2267;143940;144136;55474;51871;28530;23693;2865;4557;36084;33273;7625;10495;0;0;5292;4730;4502;3880;0;0;0;331;541;976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157;0;0;0;2566;8297;0;0;0;0;0;0;370;1876;0;91;0;0;0;0;0;0;0;0
192;TH;Gotha – Ilm-Kreis;205859;141461;2388;2369;139073;139092;51861;53196;34726;23815;1879;3280;28015;30758;4117;6414;0;0;3656;3566;4689;4416;0;0;0;343;0;734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;0;0;0;8063;10309;0;0;0;0;0;0;2067;2079;0;0;0;0;0;0;0;0;0;0
193;TH;Erfurt – Weimar – Weimarer Land II;224121;156367;2689;2261;153678;154106;56992;53123;36694;27159;1781;4015;35917;35421;9151;13125;0;0;5670;4849;4774;3554;0;0;0;267;0;1005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248;0;0;0;0;9328;0;0;0;0;0;0;2699;2012;0;0;0;0;0;0;0;0;0;0
194;TH;Gera – Greiz – Altenburger Land;253082;171075;3175;2993;167900;168082;71720;67024;23785;23934;2378;4312;44078;42142;4683;5944;0;0;4112;3408;5838;5555;0;0;0;351;274;843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;251;0;0;0;10457;12735;0;0;0;0;0;0;421;1583;0;154;0;0;0;0;0;0;0;0
195;TH;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;239724;165581;3430;2779;162151;162802;66864;62222;30353;24759;3562;4156;41324;39629;6222;6610;0;0;941;3726;7466;5883;0;0;0;388;374;1035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;595;279;0;0;0;2895;11730;0;0;0;0;0;0;565;2385;0;106;0;0;0;0;0;0;0;884
196;TH;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;246205;162930;2723;2408;160207;160522;67093;63206;29444;26307;2306;3870;44145;40475;4724;6138;0;0;3586;3213;6467;5245;0;0;0;371;0;865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;276;0;0;0;0;8228;0;0;0;0;0;0;2033;2328;0;0;0;0;0;0;0;0;0;169
916;TH;Land;1834259;1251403;22019;19710;1229384;1231693;508083;477283;236502;198714;19282;32101;298821;288615;45926;60511;0;0;30780;29499;46036;39107;0;0;0;2593;3860;7900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;835;1744;0;0;0;23981;76013;0;0;0;0;0;0;13874;17613;0;351;0;0;0;0;0;0;0;1053
197;RP;Neuwied;240333;173536;3247;2380;170289;171156;79785;78005;63453;48866;3906;8023;7655;8965;6779;10661;0;0;3418;3249;2179;1610;0;0;0;262;0;322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;8759;0;0;0;355;0;0;3114;1657;0;0;354;0;0;0;0;0;0;0
198;RP;Ahrweiler;195077;142594;3103;1934;139491;140660;77379;68680;39071;34660;3313;7897;6221;6569;7813;9287;0;0;4255;2920;0;1067;0;0;0;212;1439;555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;7328;0;0;0;261;0;0;0;929;0;0;261;0;0;0;0;0;0;0
199;RP;Koblenz;198113;142888;3193;2025;139695;140863;67046;63427;43094;38221;3772;7595;6901;7358;11184;10853;0;0;3953;3073;0;938;0;0;0;176;0;324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;6625;0;0;0;282;0;0;3745;1714;0;0;248;0;0;0;0;0;0;0
